"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes"
7550,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSR-DIFERITNPK",2011.5,1,44.28,85.82,NA,"Drip irrigation, chicken manure, NPK, stubble removed","Stubble removed",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,9.176,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7551,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSR-FICK",2011.5,1,44.28,85.82,NA,"Flood irrigation, no fertilization, stubble removed","Stubble removed",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,9.568,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7552,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSR-FIFERIT",2011.5,1,44.28,85.82,NA,"Flood irrigation, chicken manure, stubble removed","Stubble removed",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,9.608,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7553,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJSR-FINPK",2011.5,1,44.28,85.82,NA,"Flood irrigation, NPK, stubble removed","Stubble removed",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,7.688,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7554,"2019-11-21",8109,"Zhang",NA,"Q01","JM","China","Xinjiang Uygur Autonomous Region","Wulanwusu Agrometeorological Experiment Station","CN-XJ-SRFIFERITNPK",2011.5,1,44.28,85.82,NA,"Flood irrigation, chicken manure, NPK, stubble removed","Stubble removed",NA,NA,"Gossypium hirsutum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Grey desert soil",NA,NA,9.664,NA,NA,NA,7,211,1660,NA,NA,"IRGA",NA,9.5,314,"10to13",10,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 3"
7568,"2019-11-26",8227,"Fan",NA,"Q01","JM","China","Fujian Province","Guanzhuang National Forestry Farm","CN-FJ-CK",2010.5,1,26.5,117.72,NA,"None","Untrenched",NA,NA,"Cunninghamia lanceolata","Subtropical","Forest","Managed","Evergreen","Aggrading","Acrisol",NA,NA,NA,NA,NA,NA,19.2,1628,NA,NA,NA,"IRGA",NA,2,314,"9to12",30,1,"Exclusion",1140.22,NA,NA,NA,432.85,715.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-193,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7569,"2019-11-26",8227,"Fan",NA,"Q01","JM","China","Fujian Province","Guanzhuang National Forestry Farm","CN-FJ-60KGN",2010.5,1,26.5,117.72,NA,"Fertilized","60 kg/ha/yr N addition",NA,NA,"Cunninghamia lanceolata","Subtropical","Forest","Managed","Evergreen","Aggrading","Acrisol",NA,NA,NA,NA,NA,NA,19.2,1628,NA,NA,NA,"IRGA",NA,2,314,"9to12",30,1,"Exclusion",1006.97,NA,NA,NA,386.06,645.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122,71.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7570,"2019-11-26",8227,"Fan",NA,"Q01","JM","China","Fujian Province","Guanzhuang National Forestry Farm","CN-FJ-120KGN",2010.5,1,26.5,117.72,NA,"Fertilized","120 kg/ha/yr N addition",NA,NA,"Cunninghamia lanceolata","Subtropical","Forest","Managed","Evergreen","Aggrading","Acrisol",NA,NA,NA,NA,NA,NA,19.2,1628,NA,NA,NA,"IRGA",NA,2,314,"9to12",30,1,"Exclusion",863.81,NA,NA,NA,287.72,574.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,57.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7571,"2019-11-26",8227,"Fan",NA,"Q01","JM","China","Fujian Province","Guanzhuang National Forestry Farm","CN-FJ-240KGN",2010.5,1,26.5,117.72,NA,"Fertilized","240 kg/ha/yr N addition",NA,NA,"Cunninghamia lanceolata","Subtropical","Forest","Managed","Evergreen","Aggrading","Acrisol",NA,NA,NA,NA,NA,NA,19.2,1628,NA,NA,NA,"IRGA",NA,2,314,"9to12",30,1,"Exclusion",765.08,NA,NA,NA,238.45,532.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7604,"2019-11-27",8111,"Feng",NA,"Q01","DP","China","Ningxia","Yanchi Research Station","CN-NX-ALGAE",2012.5,1,37.0666,106.5,1550,"None",NA,NA,NA,"Artemisia ordosica","Temperate","Desert","Unmanaged","Evergreen","Mature","Algae-crusted","Dry",1.69,17,NA,NA,NA,8.1,292,2300,NA,NA,"IRGA",NA,7,323.49,"0to24",0.1,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7605,"2019-11-27",8111,"Feng",NA,"Q01","DP","China","Ningxia","Yanchi Research Station","CN-NX-LICHEN",2012.5,1,37.0666,106.5,1550,"None",NA,NA,NA,"Artemisia ordosica","Temperate","Desert","Unmanaged","Evergreen","Mature","Lichen-crusted","Dry",1.6,19,NA,NA,NA,8.1,292,2300,NA,NA,"IRGA",NA,7,323.49,"0to24",0.1,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7606,"2019-11-27",8111,"Feng",NA,"Q01","DP","China","Ningxia","Yanchi Research Station","CN-NX-MOSS",2012.5,1,37.0666,106.5,1550,"None",NA,NA,NA,"Artemisia ordosica","Temperate","Desert","Unmanaged","Evergreen","Mature","Moss-crusted","Dry",1.7,21.4,NA,NA,NA,8.1,292,2300,NA,NA,"IRGA",NA,7,323.49,"0to24",0.1,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7607,"2019-11-29",8206,"Wang",NA,"Q01","JM","China","Western Songnen Plain","Da'an Sodic Land Experiment Station of China","CN-SNP",2011.5,1,45.612,123.858,NA,"None",NA,NA,NA,"Leymus chinensis","Temperate","Steppe","Natural","Deciduous","Mature",NA,NA,1.4,22,NA,NA,NA,4,413.7,1791.6,18.36,370,"IRGA",NA,3,81.7,"7to9",15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7608,"2019-11-29",8206,"Wang",NA,"Q01","JM","China","Western Songnen Plain","Da'an Sodic Land Experiment Station of China","CN-SNP",2012.5,1,45.612,123.858,NA,"None",NA,NA,NA,"Leymus chinensis","Temperate","Steppe","Natural","Deciduous","Mature",NA,NA,1.4,22,NA,NA,NA,4,413.7,1791.6,19.44,498.4,"IRGA",NA,3,81.7,"7to9",15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7655,"2019-12-05",8243,"Wang",NA,"Q01","JM","China","Inner Mongolia Autonomous Region","Hulunber Grassland Ecosystem Research Station","CN-IM-CK",2011.5,1,49.317,120.05,628,"None",NA,NA,NA,"Leymus chinesis","Temperate","Grassland","Managed","Deciduous","Aggrading","Black calcaneous","Dry",NA,12.68,NA,NA,NA,-2.5,300,NA,NA,NA,"IRGA",NA,2.5,78.5,"9to11",10,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
7656,"2019-12-05",8243,"Wang",NA,"Q01","JM","China","Inner Mongolia Autonomous Region","Hulunber Grassland Ecosystem Research Station","CN-IM-GRAZ1",2011.5,1,49.317,120.05,628,"Grazing","0.23Au*hm^-2",NA,NA,"Leymus chinesis","Temperate","Grassland","Managed","Deciduous","Aggrading","Black calcaneous","Dry",NA,11.52,NA,NA,NA,-2.5,300,NA,NA,NA,"IRGA",NA,2.5,78.5,"9to11",10,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
7657,"2019-12-05",8243,"Wang",NA,"Q01","JM","China","Inner Mongolia Autonomous Region","Hulunber Grassland Ecosystem Research Station","CN-IM-GRAZ2",2011.5,1,49.317,120.05,628,"Grazing","0.34Au*hm^-2",NA,NA,"Leymus chinesis","Temperate","Grassland","Managed","Deciduous","Aggrading","Black calcaneous","Dry",NA,11.06,NA,NA,NA,-2.5,300,NA,NA,NA,"IRGA",NA,2.5,78.5,"9to11",10,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
7658,"2019-12-05",8243,"Wang",NA,"Q01","JM","China","Inner Mongolia Autonomous Region","Hulunber Grassland Ecosystem Research Station","CN-IM-GRAZ3",2011.5,1,49.317,120.05,628,"Grazing","0.46Au*hm^-2",NA,NA,"Leymus chinesis","Temperate","Grassland","Managed","Deciduous","Aggrading","Black calcaneous","Dry",NA,17.99,NA,NA,NA,-2.5,300,NA,NA,NA,"IRGA",NA,2.5,78.5,"9to11",10,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
7659,"2019-12-05",8243,"Wang",NA,"Q01","JM","China","Inner Mongolia Autonomous Region","Hulunber Grassland Ecosystem Research Station","CN-IM-GRAZ4",2011.5,1,49.317,120.05,628,"Grazing","0.69Au*hm^-2",NA,NA,"Leymus chinesis","Temperate","Grassland","Managed","Deciduous","Aggrading","Black calcaneous","Dry",NA,18.2,NA,NA,NA,-2.5,300,NA,NA,NA,"IRGA",NA,2.5,78.5,"9to11",10,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
7660,"2019-12-05",8243,"Wang",NA,"Q01","JM","China","Inner Mongolia Autonomous Region","Hulunber Grassland Ecosystem Research Station","CN-IM-GRAZ5",2011.5,1,49.317,120.05,628,"Grazing","0.92Au*hm^-2",NA,NA,"Leymus chinesis","Temperate","Grassland","Managed","Deciduous","Aggrading","Black calcaneous","Dry",NA,13.64,NA,NA,NA,-2.5,300,NA,NA,NA,"IRGA",NA,2.5,78.5,"9to11",10,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
7686,"2019-12-10",11017,"Zeng",NA,"Q01","JM","China","Hebei","Armeniaca sibirica","CN-HB-AS",2013.5,1,37.88,114.22,350,"None",NA,NA,NA,"Armeniaca sibirica","Temperate","Forest",NA,"Deciduous",NA,"Ustalf","Dry",NA,2.11,51.5,34.5,14,13.2,570,NA,NA,NA,"IRGA",NA,3,314,"9to13",22.5,1,"Exclusion",484.39,NA,NA,NA,94.61,389.78,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meas_interval defined as twice a month during the growing season, and once a month during the dormant season."
7687,"2019-12-10",11017,"Zeng",NA,"Q01","JM","China","Hebei","Vitex negundo","CN-HB-VS",2013.5,1,37.88,114.22,350,"None",NA,NA,NA,"Vitex negundo","Temperate","Forest",NA,"Deciduous",NA,"Ustalf","Dry",NA,1.85,51.5,34.5,14,13.2,570,NA,NA,NA,"IRGA",NA,3,314,"9to13",22.5,1,"Exclusion",404.92,NA,NA,NA,105.96,280.04,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meas_interval defined as twice a month during the growing season, and once a month during the dormant season."
7756,"2019-12-19",11038,"Chen",NA,"Q01","JM","China","Hubei Province","Tian'e Zhou Wetland Reserve","CN-HB-C3",2010,1,29.8,112.33,NA,"None",NA,NA,NA,"Hemathrial altissima","Subtropical","Wetland",NA,"Deciduous",NA,NA,NA,NA,NA,NA,NA,NA,16,1200,NA,NA,NA,"IRGA",NA,1.5,84.9,"9to11",30,1,NA,725.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
7757,"2019-12-19",11038,"Chen",NA,"Q01","JM","China","Hubei Province","Tian'e Zhou Wetland Reserve","CN-HB-C4",2010,1,29.8,112.33,NA,"None",NA,NA,NA,"Carex argyi","Subtropical","Wetland",NA,"Deciduous",NA,NA,NA,NA,NA,NA,NA,NA,16,1200,NA,NA,NA,"IRGA",NA,1.5,84.9,"9to11",30,1,NA,668.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
7766,"2019-12-18",11047,"Luo",NA,"Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-CK",2014.5,1,44.8,116.033,NA,"None","25 mL water",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,1,NA,251.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7767,"2019-12-18",11047,"Luo",NA,"Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N1",2014.5,1,44.8,116.033,NA,"Fertilized","25 L of water and P added, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,1,NA,245.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7768,"2019-12-18",11047,"Luo",NA,"Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N2",2014.5,1,44.8,116.033,NA,"Fertilized","2 g N m−2 yr−1, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,1,NA,241.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7769,"2019-12-18",11047,"Luo",NA,"Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N5",2014.5,1,44.8,116.033,NA,"Fertilized","5 g N m−2 yr−1, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,1,NA,269.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7770,"2019-12-18",11047,"Luo",NA,"Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N10",2014.5,1,44.8,116.033,NA,"Fertilized","10 g N m−2 yr−1, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,1,NA,269.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7771,"2019-12-18",11047,"Luo",NA,"Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N25",2014.5,1,44.8,116.033,NA,"Fertilized","25 g N m−2 yr−1, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,1,NA,283.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7772,"2019-12-18",11047,"Luo",NA,"Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-CK",2015.5,1,44.8,116.033,NA,"None","25 mL water",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7773,"2019-12-18",11047,"Luo",NA,"Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N1",2015.5,1,44.8,116.033,NA,"Fertilized","25 L of water and P added, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7774,"2019-12-18",11047,"Luo",NA,"Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N2",2015.5,1,44.8,116.033,NA,"Fertilized","2 g N m−2 yr−1, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7775,"2019-12-18",11047,"Luo",NA,"Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N5",2015.5,1,44.8,116.033,NA,"Fertilized","5 g N m−2 yr−1, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7776,"2019-12-18",11047,"Luo",NA,"Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N10",2015.5,1,44.8,116.033,NA,"Fertilized","10 g N m−2 yr−1, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7777,"2019-12-18",11047,"Luo",NA,"Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N25",2015.5,1,44.8,116.033,NA,"Fertilized","25 g N m−2 yr−1, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7789,"2019-12-19",11060,"Liu",NA,"Q01","JM","China","Henan Province","Baotianman Nature Reserve","CN-HN-CK",2011.5,1,33.47,112.26,1400,"None",NA,NA,58,"Quercus aliena","Temperate","Forest","Managed","Deciduous","Mature",NA,"Dry",0.7,NA,NA,NA,NA,15.1,894,NA,NA,NA,"IRGA",NA,5,301.71,NA,7,0.58,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8503,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,10,"Rh_growingseason: 1.176 Ra_growingseason:0.6743"
7790,"2019-12-19",11060,"Liu",NA,"Q01","JM","China","Henan Province","Baotianman Nature Reserve","CN-HN-T",2011.5,1,33.47,112.26,1400,"Throughfall reduction","-50%",NA,58,"Quercus aliena","Temperate","Forest","Managed","Deciduous","Mature",NA,"Dry",0.7,NA,NA,NA,NA,15.1,894,NA,NA,NA,"IRGA",NA,5,301.71,NA,7,0.58,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.145,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,10,"Rh_growingseason: 1.0781 Ra_growingseason: 1.0669"
7791,"2019-12-19",11060,"Liu",NA,"Q01","JM","China","Henan Province","Baotianman Nature Reserve","CN-HN-W",2011.5,1,33.47,112.26,1400,"Warmed","1.23-1.66 degrees C.",NA,58,"Quercus aliena","Temperate","Forest","Managed","Deciduous","Mature",NA,"Dry",0.7,NA,NA,NA,NA,15.1,894,NA,NA,NA,"IRGA",NA,5,301.71,NA,7,0.58,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4373,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,10,"Rh_growingseason: 1.4276 Ra_growingseason: 1.0097"
